"see","see","viděli","vidět","impf"," The darkness was almost complete, and they could see nothing much beyond their hands ' stretch;"," Byla téměř naprostá tma a viděli sotva na dosah ruky;"
"turned","turn","obrátil","obrátit","pf"," but Gollum 's eyes shone pale, several feet above, as he turned back towards them."," Glumovy oči však bledě zasvitly několik stop nad nimi, když se k nim obrátil."
"whispered","whisper","zašeptal","zašeptat","pf"," ' Careful! ' he whispered."," "" Opatrně! "" zašeptal."
"go","go","Půjdeš","jít","impf"," But you shall go now with my blessing upon you, and upon all your people."," Půjdeš teď ale s mým požehnáním tobě a celému tvému lidu."
"Rest","rest","Odpočiň","odpočinout","pf"," Rest a little while food is prepared for you."," Odpočiň si trochu, než ti připraví jídlo."
"prepared","prepare","připraví","připravit","pf"," Rest a little while food is prepared for you."," Odpočiň si trochu, než ti připraví jídlo."
"learn","learn","dozvěděl","dozvědět","pf"," ' I would gladly learn how this creeping Sméagol became possessed of the Thing of which we speak, and how he lost it, but I will not trouble you now."," Rád bych se dozvěděl, jak se ten plíživý Sméagol zmocnil věci, o níž mluvíme, a jak ji ztratil, ale nebudu tě teď trápit."
"speak","speak","mluvíme","mluvit","impf"," ' I would gladly learn how this creeping Sméagol became possessed of the Thing of which we speak, and how he lost it, but I will not trouble you now."," Rád bych se dozvěděl, jak se ten plíživý Sméagol zmocnil věci, o níž mluvíme, a jak ji ztratil, ale nebudu tě teď trápit."
"lost","lose","ztratil","ztratit","pf"," ' I would gladly learn how this creeping Sméagol became possessed of the Thing of which we speak, and how he lost it, but I will not trouble you now."," Rád bych se dozvěděl, jak se ten plíživý Sméagol zmocnil věci, o níž mluvíme, a jak ji ztratil, ale nebudu tě teď trápit."
"trouble","trouble","trápit","trápit","impf"," ' I would gladly learn how this creeping Sméagol became possessed of the Thing of which we speak, and how he lost it, but I will not trouble you now."," Rád bych se dozvěděl, jak se ten plíživý Sméagol zmocnil věci, o níž mluvíme, a jak ji ztratil, ale nebudu tě teď trápit."
"return","return","vrátíš","vrátit","pf"," If ever beyond hope you return to the lands of the living and we retell our tales, sitting by a wall in the sun, laughing at old grief, you shall tell me then."," Pokud se jednou přece jen vrátíš do země živých a budeme si někde na sluníčku, opřeni o zeď, vyprávět své osudy a smát se starým žalům, pak mi to vypovíš."
"tell","tell","vyprávět","vyprávět","impf"," If ever beyond hope you return to the lands of the living and we retell our tales, sitting by a wall in the sun, laughing at old grief, you shall tell me then."," Pokud se jednou přece jen vrátíš do země živých a budeme si někde na sluníčku, opřeni o zeď, vyprávět své osudy a smát se starým žalům, pak mi to vypovíš."
"laughing","laugh","smát","smát","impf"," If ever beyond hope you return to the lands of the living and we retell our tales, sitting by a wall in the sun, laughing at old grief, you shall tell me then."," Pokud se jednou přece jen vrátíš do země živých a budeme si někde na sluníčku, opřeni o zeď, vyprávět své osudy a smát se starým žalům, pak mi to vypovíš."
"heard","hear","neslyšel","slyšet","impf"," ' I have heard nothing of this in my own land, save only songs that tell how the Onodrim, that Men call Ents, dwelt there long ago;"," "" Já ve své zemi neslyšel nic víc než písně o tom, že tu kdysi přebývali Onodrim, kterým lidé říkají enti;"
"tell","tell","říkají","říkat","impf"," ' I have heard nothing of this in my own land, save only songs that tell how the Onodrim, that Men call Ents, dwelt there long ago;"," "" Já ve své zemi neslyšel nic víc než písně o tom, že tu kdysi přebývali Onodrim, kterým lidé říkají enti;"
"call","call","říkají","říkat","impf"," ' I have heard nothing of this in my own land, save only songs that tell how the Onodrim, that Men call Ents, dwelt there long ago;"," "" Já ve své zemi neslyšel nic víc než písně o tom, že tu kdysi přebývali Onodrim, kterým lidé říkají enti;"
"said","say","řekl","říci","pf"," ' Yes, it is old, ' said Aragorn, ' as old as the forest by the Barrow-downs, and it is far greater."," "" Ano, je starý, "" řekl Aragorn, "" tak starý jako hvozd u Mohylových vrchů, a je mnohem větší."
"turned","turn","obrátil","obrátit","pf"," At the entrance to the court he turned to the right, stepped over the stream, and strode away southwards along the feet of great tumbled slopes where trees were scanty."," U vchodu do nádvoří se obrátil vpravo, překročil říčku a rázoval k jihu po úpatí hrbolatých svahů, kde stromy rostly jen řídce."
"stepped","step","překročil","překročit","pf"," At the entrance to the court he turned to the right, stepped over the stream, and strode away southwards along the feet of great tumbled slopes where trees were scanty."," U vchodu do nádvoří se obrátil vpravo, překročil říčku a rázoval k jihu po úpatí hrbolatých svahů, kde stromy rostly jen řídce."
"saw","see","viděli","vidět","impf"," Above these the hobbits saw thickets of birch and rowan, and beyond them dark climbing pinewoods."," Nad nimi viděli hobiti houštiny bříz a jeřábů a dál se zvedaly tmavé borové lesy."
"seen","see","viděli","vidět","impf"," Soon Treebeard turned a little away from the hills and plunged into deep groves, where the trees were larger, taller, and thicker than any that the hobbits had ever seen before."," Stromovous brzy od kopců trochu odbočil a vrhl se do hlubokých hájů, kde byly stromy větší, vyšší a tlustší, než jaké kdy hobiti viděli."
"tell","tell","povím","povědět","pf"," But lest you still should think my tale a vision, I will tell you this."," Abys ovšem můj příběh dál nepokládal za vidění, povím ti toto."
"returned","return","vrátil","vrátit","pf"," The horn of Boromir at least returned in truth, and not in seeming."," Alespoň Boromirův roh se vrátil skutečně, a ne jen zdánlivě."
"came","come","přišel","přijít","pf"," The horn came, but it was cloven in two, as it were by axe or sword."," Roh přišel rozpolcen vedví jako sekyrou nebo mečem."
"found","find","našel","najít","pf"," The shards came severally to shore : one was found among the reeds where watchers of Gondor lay, northwards below the infalls of the Entwash;"," Střepy se dostaly na břeh každý zvlášť : jeden se našel v rákosí na severu pod ústím Entvy, kde leželi gondorští pozorovatelé;"
"lay","lie","leželi","ležet","impf"," The shards came severally to shore : one was found among the reeds where watchers of Gondor lay, northwards below the infalls of the Entwash;"," Střepy se dostaly na břeh každý zvlášť : jeden se našel v rákosí na severu pod ústím Entvy, kde leželi gondorští pozorovatelé;"
"found","find","našel","najít","pf"," the other was found spinning on the flood by one who had an errand in the water."," druhý našel kroužit v proudu kdosi, kdo měl poslání na vodě."
"said","say","řekl","říci","pf"," ' I mark them, ' said Aragorn."," "" Dám, "" řekl Aragorn."
"learned","learn","dozvěděl","dozvědět","pf"," ' But this much I learned or guessed, and I have kept it ever secret in my heart since : that Isildur took somewhat from the hand of the Unnamed, ere he went away from Gondor, never to be seen among mortal men again."," "" Tolik jsem se však dozvěděl, či uhodl, a od té doby to tajím v srdci : že Isildur vzal cosi z ruky Bezejmenného dříve, než odešel z Gondoru, a smrtelníci ho víckrát nespatřili."
"guessed","guess","uhodl","uhodnout","pf"," ' But this much I learned or guessed, and I have kept it ever secret in my heart since : that Isildur took somewhat from the hand of the Unnamed, ere he went away from Gondor, never to be seen among mortal men again."," "" Tolik jsem se však dozvěděl, či uhodl, a od té doby to tajím v srdci : že Isildur vzal cosi z ruky Bezejmenného dříve, než odešel z Gondoru, a smrtelníci ho víckrát nespatřili."
"took","take","vzal","vzít","pf"," ' But this much I learned or guessed, and I have kept it ever secret in my heart since : that Isildur took somewhat from the hand of the Unnamed, ere he went away from Gondor, never to be seen among mortal men again."," "" Tolik jsem se však dozvěděl, či uhodl, a od té doby to tajím v srdci : že Isildur vzal cosi z ruky Bezejmenného dříve, než odešel z Gondoru, a smrtelníci ho víckrát nespatřili."
"went","go","odešel","odejít","pf"," ' But this much I learned or guessed, and I have kept it ever secret in my heart since : that Isildur took somewhat from the hand of the Unnamed, ere he went away from Gondor, never to be seen among mortal men again."," "" Tolik jsem se však dozvěděl, či uhodl, a od té doby to tajím v srdci : že Isildur vzal cosi z ruky Bezejmenného dříve, než odešel z Gondoru, a smrtelníci ho víckrát nespatřili."
"seen","see","nespatřili","spatřit","pf"," ' But this much I learned or guessed, and I have kept it ever secret in my heart since : that Isildur took somewhat from the hand of the Unnamed, ere he went away from Gondor, never to be seen among mortal men again."," "" Tolik jsem se však dozvěděl, či uhodl, a od té doby to tajím v srdci : že Isildur vzal cosi z ruky Bezejmenného dříve, než odešel z Gondoru, a smrtelníci ho víckrát nespatřili."
"seemed","seem","zdálo","zdát","impf"," But it seemed then a matter that concerned only the seekers after ancient learning."," Tehdy se však zdálo, že je to jen věc hledačů staré učenosti."
"think","think","nepomyslel","pomyslet","pf"," Nor when the riddling words of our dream were debated among us, did I think of Isildur 's Bane as being this same thing."," Ani když jsme rozmlouvali o hádankovitých slovech našeho snu, nepomyslel jsem, že Isildurova zhouba je tatáž věc."
"closed","close","zavíraly","zavírat","impf"," As the sheer sides of the Cleft closed about him, before he reached the actual summit, before he looked at last on the path descending into the Nameless Land, he turned."," Před vrcholem, zatímco se kolem něho zavíraly svislé stěny rozsedliny a on měl konečně spatřit stezku sestupující do Bezejmenné země, se obrátil."
"turned","turn","obrátil","obrátit","pf"," As the sheer sides of the Cleft closed about him, before he reached the actual summit, before he looked at last on the path descending into the Nameless Land, he turned."," Před vrcholem, zatímco se kolem něho zavíraly svislé stěny rozsedliny a on měl konečně spatřit stezku sestupující do Bezejmenné země, se obrátil."
"looked","look","hleděl","hledět","impf"," For a moment, motionless in intolerable doubt, he looked back."," Chviličku, strnulý v nesnesitelných pochybách, hleděl zpátky."
"said","say","řekl","říci","pf"," ' It would, ' said Gimli, ' if I had a pipe to go with it."," "" Hodilo by se, "" řekl Gimli, "" kdybych k tomu měl ještě dýmku."
"lost","lose","ztratil","ztratit","pf"," Alas, I lost mine in Moria, or before."," Bohužel jsem ji ztratil v Morii, jestli ne dřív."
"said","say","řekl","říci","pf"," ' No, I am afraid not, ' said Merry."," "" To naneštěstí ne, "" řekl Smíšek."
"found","find","nenašli","najít","pf"," ' We have not found any, not even here in the guardrooms."," "" Žádnou jsme nenašli ani ve strážnici."
"think","think","myslím","myslet","impf"," And I do n't think it would be any use knocking on the doors of Orthanc to beg a pipe of him!"," A myslím, že by nemělo smysl jít a klepat na dveře Orthanku a prosit ho o dýmku!"
"think","think","nemělo","mít","impf"," And I do n't think it would be any use knocking on the doors of Orthanc to beg a pipe of him!"," A myslím, že by nemělo smysl jít a klepat na dveře Orthanku a prosit ho o dýmku!"
"do","do","jít","jít","impf"," And I do n't think it would be any use knocking on the doors of Orthanc to beg a pipe of him!"," A myslím, že by nemělo smysl jít a klepat na dveře Orthanku a prosit ho o dýmku!"
"knocking","knock","klepat","klepat","impf"," And I do n't think it would be any use knocking on the doors of Orthanc to beg a pipe of him!"," A myslím, že by nemělo smysl jít a klepat na dveře Orthanku a prosit ho o dýmku!"
"beg","beg","prosit","prosit","impf"," And I do n't think it would be any use knocking on the doors of Orthanc to beg a pipe of him!"," A myslím, že by nemělo smysl jít a klepat na dveře Orthanku a prosit ho o dýmku!"
"climbed","climb","vylezli","vylézt","pf"," Well, they climbed up here the day before yesterday;"," Ano, vylezli sem předevčírem;"
"met","meet","setkali","setkat","pf"," and they met someone that they did not expect."," a setkali se tu s někým, koho nečekali."
"expect","expect","nečekali","čekat","impf"," and they met someone that they did not expect."," a setkali se tu s někým, koho nečekali."
"like","like","chtěli","chtít","impf"," And now you would like to know where they were taken?"," A teď byste chtěli vědět, kam je vzal?"
"taken","take","vzal","vzít","pf"," And now you would like to know where they were taken?"," A teď byste chtěli vědět, kam je vzal?"
"see","see","Vidíte","vidět","impf"," Your errand, you see, is no longer as urgent as you thought."," Vidíte, vaše poslání už není tak naléhavé, jak jste mysleli."
"thought","think","mysleli","myslet","impf"," Your errand, you see, is no longer as urgent as you thought."," Vidíte, vaše poslání už není tak naléhavé, jak jste mysleli."
"sit","sit","Posaďme","posadit","pf"," Let us sit down and be more at ease. '"," Posaďme se a udělejme si pohodlí. """
"saw","see","Pochopil","pochopit","pf"," He saw now : it was a black tower poised above the outer pass."," Pochopil : byla to černá věž čnící nad vnějším průsmykem."
"touched","touch","Dotkl","dotknout","pf"," He touched Sam 's arm and pointed."," Dotkl se Samovy paže a ukázal."
"pointed","point","ukázal","ukázat","pf"," He touched Sam 's arm and pointed."," Dotkl se Samovy paže a ukázal."
"like","like","nelíbí","líbit","impf"," ' I do n't like the look of that! ' said Sam."," "" To se mi vůbec nelíbí, "" řekl Sam."
"said","say","řekl","říci","pf"," ' I do n't like the look of that! ' said Sam."," "" To se mi vůbec nelíbí, "" řekl Sam."
"turning","turn","obrátil","obrátit","pf"," ' So this secret way of yours is guarded after all, ' he growled, turning to Gollum."," "" Takže ta tvoje tajná cesta je přece střežená, "" zavrčel a obrátil se na Gluma."
"swallowed","swallow","pohltily","pohltit","pf"," But the Marshes have grown since then, swallowed up the graves;"," Ale Močály se od té doby rozrostly, pohltily hroby;"
"said","say","řekl","říci","pf"," ' But that is an age and more ago, ' said Sam."," "" To je přece už celý věk a víc, "" řekl Sam."
"answered","answer","odpověděl","odpovědět","pf"," Sméagol does n't know, ' answered Gollum."," Sméagol neví, "" odpověděl Glum."
